GEOID,hesitancy,strong_hesitancy
21113,0.19,0.09
21115,0.23,0.11
21117,0.17,0.08
21119,0.23,0.11
21121,0.23,0.11
21123,0.2,0.09
21125,0.23,0.11
21127,0.2,0.09
21129,0.23,0.11
21131,0.23,0.11
21133,0.23,0.11
21135,0.22,0.1
21137,0.19,0.09
21139,0.21,0.1
21141,0.22,0.1
21143,0.22,0.1
21145,0.19,0.08
21147,0.21,0.1
21149,0.2,0.09
21151,0.19,0.09
21153,0.23,0.11
21155,0.2,0.09
21157,0.19,0.08
21159,0.23,0.11
21161,0.22,0.1
21163,0.21,0.09
21165,0.22,0.1
21167,0.19,0.09
21169,0.22,0.1
21171,0.22,0.1
21173,0.22,0.1
21175,0.22,0.1
21177,0.21,0.1
21179,0.2,0.09
21181,0.19,0.09
21183,0.2,0.09
21185,0.17,0.08
21187,0.18,0.08
21189,0.23,0.11
21191,0.18,0.08
21193,0.23,0.11
21195,0.23,0.11
21197,0.19,0.09
21199,0.21,0.1
21201,0.22,0.1
21203,0.23,0.11
21205,0.22,0.1
21207,0.22,0.1
21209,0.19,0.09
21211,0.17,0.08
21213,0.22,0.1
21215,0.18,0.08
21217,0.22,0.1
21219,0.22,0.1
21221,0.22,0.1
21223,0.17,0.08
21225,0.2,0.09
21227,0.18,0.08
21229,0.2,0.09
21231,0.21,0.1
21233,0.2,0.09
21235,0.23,0.11
21237,0.23,0.11
21239,0.19,0.09
22001,0.24,0.11
22003,0.24,0.11
22005,0.21,0.09
22007,0.25,0.12
22009,0.27,0.13
22011,0.24,0.11
22013,0.25,0.11
22015,0.24,0.1
22017,0.23,0.11
22019,0.24,0.11
22021,0.26,0.12
22023,0.24,0.11
22025,0.27,0.13
22027,0.25,0.11
22029,0.27,0.13
22031,0.25,0.11
22033,0.21,0.09
22035,0.26,0.12
22037,0.24,0.11
22039,0.25,0.12
22041,0.26,0.12
22043,0.27,0.13
22045,0.25,0.11
22047,0.24,0.11
22049,0.26,0.12
22051,0.21,0.09
22053,0.24,0.11
22055,0.22,0.1
22057,0.25,0.12
22059,0.27,0.13
22061,0.25,0.11
22063,0.25,0.11
22065,0.26,0.12
22067,0.26,0.12
22069,0.25,0.11
22071,0.21,0.1
22073,0.23,0.11
22075,0.24,0.11
22077,0.24,0.11
22079,0.25,0.11
22081,0.25,0.11
22083,0.26,0.12
22085,0.25,0.11
22087,0.24,0.11
22089,0.22,0.1
22091,0.25,0.11
22093,0.22,0.1
22095,0.22,0.1
22097,0.25,0.12
22099,0.25,0.11
22101,0.25,0.11
22103,0.2,0.09
22105,0.25,0.11
22107,0.26,0.12
22109,0.24,0.11
22111,0.26,0.12
22113,0.24,0.11
22115,0.25,0.11
22117,0.25,0.11
22119,0.24,0.1
22121,0.24,0.11
22123,0.26,0.12
22125,0.24,0.11
22127,0.27,0.13
23001,0.13,0.08
23003,0.14,0.09
23005,0.11,0.07
23007,0.14,0.09
23009,0.13,0.08
23011,0.13,0.08
23013,0.13,0.08
23015,0.13,0.08
23017,0.14,0.09
23019,0.13,0.08
23021,0.14,0.09
23023,0.11,0.07
23025,0.14,0.09
23027,0.13,0.08
23029,0.14,0.09
23031,0.11,0.07
24001,0.16,0.05
24003,0.12,0.03
24005,0.12,0.03
24009,0.13,0.04
24011,0.13,0.04
24013,0.11,0.03
24015,0.14,0.04
24017,0.13,0.04
24019,0.13,0.04
24021,0.11,0.03
24023,0.16,0.05
24025,0.12,0.03
24027,0.09,0.02
24029,0.13,0.04
24031,0.1,0.03
24033,0.13,0.04
24035,0.13,0.04
24037,0.13,0.04
24039,0.15,0.04
24041,0.13,0.04
24043,0.15,0.04
24045,0.15,0.04
24047,0.15,0.04
24510,0.15,0.04
25001,0.06,0.03
25003,0.08,0.03
25005,0.09,0.04
25007,0.06,0.03
25009,0.07,0.03
25011,0.08,0.03
25013,0.08,0.04
25015,0.07,0.03
25017,0.06,0.03
25019,0.06,0.03
25021,0.06,0.03
25023,0.07,0.03
25025,0.07,0.03
25027,0.07,0.03
26001,0.19,0.07
26003,0.21,0.08
26005,0.21,0.08
26007,0.19,0.07
26009,0.2,0.08
26011,0.2,0.08
26013,0.19,0.07
26015,0.2,0.07
26017,0.19,0.07
26019,0.18,0.07
26021,0.19,0.07
26023,0.22,0.08
26025,0.2,0.07
26027,0.2,0.08
26029,0.2,0.08
26031,0.19,0.07
26033,0.21,0.08
26035,0.23,0.09
26037,0.17,0.06
26039,0.19,0.07
26041,0.21,0.08
26043,0.19,0.07
26045,0.17,0.06
26047,0.2,0.08
26049,0.22,0.09
26051,0.2,0.08
26053,0.19,0.07
26055,0.18,0.07
26057,0.23,0.09
26059,0.21,0.08
26061,0.19,0.07
26063,0.21,0.08
26065,0.19,0.07
26067,0.22,0.08
26069,0.2,0.08
26071,0.19,0.07
26073,0.23,0.09
26075,0.22,0.08
26077,0.2,0.07
26079,0.2,0.08
26081,0.19,0.07
26083,0.19,0.07
26085,0.2,0.08
26087,0.2,0.07
26089,0.18,0.07
26091,0.21,0.08
26093,0.16,0.06
26095,0.21,0.08
26097,0.21,0.08
26099,0.19,0.07
26101,0.18,0.07
26103,0.19,0.07
26105,0.2,0.08
26107,0.22,0.08
26109,0.21,0.08
26111,0.19,0.07
26113,0.2,0.08
26115,0.2,0.07
26117,0.22,0.08
26119,0.19,0.07
26121,0.22,0.08
26123,0.2,0.08
26125,0.15,0.06
26127,0.2,0.08
26129,0.2,0.08
26131,0.19,0.07
26133,0.22,0.08
26135,0.19,0.07
26137,0.19,0.07
26139,0.18,0.06
26141,0.19,0.07
26143,0.2,0.08
26145,0.2,0.08
26147,0.19,0.07
26149,0.22,0.08
26151,0.21,0.08
26153,0.21,0.08
26155,0.19,0.07
26157,0.21,0.08
26159,0.2,0.08
26161,0.15,0.05
26163,0.21,0.08
26165,0.2,0.08
27001,0.12,0.06
27003,0.11,0.05
27005,0.14,0.07
27007,0.14,0.07
27009,0.13,0.06
27011,0.11,0.05
27013,0.12,0.05
27015,0.12,0.06
27017,0.12,0.06
27019,0.09,0.04
27021,0.12,0.06
27023,0.12,0.06
27025,0.13,0.06
27027,0.12,0.06
27029,0.14,0.07
27031,0.12,0.06
27033,0.12,0.06
27035,0.12,0.06
27037,0.1,0.05
27039,0.12,0.06
27041,0.11,0.05
27043,0.12,0.06
27045,0.12,0.05
27047,0.12,0.06
27049,0.12,0.06
27051,0.11,0.05
27053,0.1,0.05
27055,0.12,0.05
27057,0.14,0.07
27059,0.13,0.06
27061,0.12,0.06
27063,0.12,0.06
27065,0.13,0.06
27067,0.12,0.06
27069,0.12,0.06
27071,0.12,0.06
27073,0.12,0.06
27075,0.12,0.06
27077,0.14,0.07
27079,0.12,0.06
27081,0.12,0.06
27083,0.12,0.06
27085,0.12,0.06
27087,0.14,0.07
27089,0.12,0.06
27091,0.12,0.06
27093,0.12,0.06
27095,0.13,0.06
27097,0.12,0.06
27099,0.12,0.06
27101,0.12,0.06
27103,0.12,0.05
27105,0.12,0.06
27107,0.12,0.06
27109,0.09,0.04
27111,0.11,0.05
27113,0.12,0.06
27115,0.13,0.06
27117,0.12,0.06
27119,0.12,0.06
27121,0.11,0.05
27123,0.11,0.05
27125,0.12,0.06
27127,0.12,0.06
27129,0.12,0.06
27131,0.12,0.06
27133,0.12,0.06
27135,0.12,0.06
27137,0.12,0.05
27139,0.1,0.05
27141,0.13,0.06
27143,0.12,0.06
27145,0.12,0.06
27147,0.12,0.06
27149,0.11,0.05
27151,0.11,0.05
27153,0.12,0.06
27155,0.11,0.05
27157,0.12,0.05
27159,0.12,0.06
27161,0.12,0.05
27163,0.1,0.05
27165,0.12,0.06
27167,0.11,0.05
27169,0.12,0.05
27171,0.11,0.05
27173,0.12,0.06
28001,0.27,0.12
28003,0.29,0.13
28005,0.27,0.12
28007,0.29,0.13
28009,0.29,0.13
28011,0.3,0.14
28013,0.27,0.11
28015,0.29,0.13
28017,0.27,0.11
28019,0.27,0.11
28021,0.27,0.12
28023,0.28,0.12
28025,0.27,0.11
28027,0.29,0.13
28029,0.26,0.11
28031,0.29,0.13
28033,0.26,0.11
28035,0.28,0.12
28037,0.27,0.12
28039,0.27,0.12
28041,0.29,0.13
28043,0.29,0.13
28045,0.27,0.12
28047,0.28,0.12
28049,0.27,0.11
28051,0.29,0.13
28053,0.3,0.14
28055,0.3,0.14
28057,0.27,0.11
28059,0.26,0.11
28061,0.29,0.13
28063,0.27,0.12
28065,0.29,0.13
28067,0.29,0.13
28069,0.29,0.13
28071,0.27,0.11
28073,0.28,0.12
28075,0.28,0.12
28077,0.27,0.12
28079,0.29,0.13
28081,0.27,0.12
28083,0.29,0.13
28085,0.27,0.12
28087,0.27,0.11
28089,0.25,0.11
28091,0.28,0.12
28093,0.29,0.13
28095,0.27,0.11
28097,0.29,0.13
28099,0.29,0.13
28101,0.28,0.12
28103,0.27,0.11
28105,0.27,0.11
28107,0.29,0.13
28109,0.27,0.12
28111,0.28,0.12
28113,0.27,0.12
28115,0.27,0.12
28117,0.29,0.13
28119,0.29,0.13
28121,0.26,0.11
28123,0.29,0.13
28125,0.3,0.14
28127,0.26,0.11
28129,0.29,0.13
28131,0.27,0.12
28133,0.3,0.14
28135,0.29,0.13
28137,0.29,0.13
28139,0.29,0.13
28141,0.29,0.13
28143,0.29,0.13
28145,0.27,0.12
28147,0.27,0.12
28149,0.26,0.11
28151,0.3,0.14
28153,0.29,0.13
28155,0.27,0.11
28157,0.27,0.12
28159,0.27,0.11
28161,0.29,0.13
28163,0.25,0.11
29001,0.16,0.07
29003,0.17,0.07
29005,0.16,0.07
29007,0.17,0.07
29009,0.15,0.07
29011,0.17,0.07
29013,0.15,0.06
29015,0.17,0.07
29017,0.16,0.07
29019,0.14,0.06
29021,0.17,0.07
29023,0.18,0.08
29025,0.16,0.06
29027,0.15,0.06
29029,0.17,0.07
29031,0.16,0.07
29033,0.17,0.07
29035,0.18,0.08
29037,0.15,0.06
29039,0.17,0.07
29041,0.17,0.07
29043,0.15,0.07
29045,0.16,0.07
29047,0.14,0.06
29049,0.16,0.06
29051,0.15,0.06
29053,0.17,0.07
29055,0.15,0.06
29057,0.17,0.07
29059,0.17,0.07
29061,0.16,0.07
29063,0.17,0.07
29065,0.15,0.06
29067,0.18,0.08
29069,0.19,0.08
29071,0.16,0.06
29073,0.15,0.06
29075,0.16,0.07
29077,0.16,0.07
29079,0.16,0.07
29081,0.16,0.07
29083,0.17,0.07
29085,0.17,0.07
29087,0.16,0.07
29089,0.17,0.07
29091,0.18,0.08
29093,0.18,0.08
29095,0.15,0.06
29097,0.17,0.07
29099,0.15,0.06
29101,0.16,0.06
29103,0.16,0.07
29105,0.17,0.07
29107,0.16,0.06
29109,0.17,0.07
29111,0.16,0.07
29113,0.17,0.07
29115,0.16,0.07
29117,0.16,0.07
29119,0.15,0.07
29121,0.16,0.07
29123,0.18,0.08
29125,0.15,0.06
29127,0.16,0.07
29129,0.16,0.07
29131,0.17,0.07
29133,0.19,0.08
29135,0.15,0.06
29137,0.16,0.07
29139,0.17,0.07
29141,0.17,0.07
29143,0.19,0.08
29145,0.17,0.07
29147,0.16,0.07
29149,0.18,0.08
29151,0.15,0.06
29153,0.18,0.08
29155,0.19,0.08
29157,0.18,0.08
29159,0.17,0.07
29161,0.15,0.06
29163,0.17,0.07
29165,0.13,0.06
29167,0.17,0.07
29169,0.17,0.07
29171,0.16,0.07
29173,0.16,0.07
29175,0.17,0.07
29177,0.16,0.06
29179,0.18,0.08
29181,0.18,0.08
29183,0.12,0.05
29185,0.17,0.07
29186,0.18,0.08
29187,0.18,0.08
29189,0.12,0.05
29195,0.17,0.07
29197,0.16,0.07
29199,0.16,0.07
29201,0.16,0.07
29203,0.18,0.08
29205,0.16,0.07
29207,0.19,0.08
29209,0.15,0.07
29211,0.16,0.07
29213,0.15,0.07
29215,0.18,0.08
29217,0.17,0.07
29219,0.17,0.07
29221,0.18,0.08
29223,0.18,0.08
29225,0.15,0.07
29227,0.16,0.07
29229,0.18,0.08
29510,0.15,0.06
30001,0.22,0.1
30003,0.26,0.12
30005,0.27,0.12
30007,0.22,0.1
30009,0.22,0.09
30011,0.26,0.12
30013,0.27,0.12
30015,0.27,0.12
30017,0.26,0.12
30019,0.26,0.12
30021,0.26,0.12
30023,0.22,0.1
30025,0.26,0.12
30027,0.27,0.12
30029,0.24,0.11
30031,0.22,0.09
30033,0.26,0.12
30035,0.24,0.11
30037,0.26,0.12
30039,0.22,0.1
30041,0.27,0.12
30043,0.22,0.1
30045,0.27,0.12
30047,0.24,0.11
30049,0.22,0.1
30051,0.27,0.12
30053,0.24,0.11
30055,0.26,0.12
30057,0.22,0.1
30059,0.27,0.12
30061,0.24,0.11
30063,0.24,0.11
30065,0.26,0.12
30067,0.22,0.09
30069,0.27,0.12
30071,0.26,0.12
30073,0.27,0.12
30075,0.26,0.12
30077,0.22,0.1
30079,0.26,0.12
30081,0.24,0.11
30083,0.26,0.12
30085,0.26,0.12
30087,0.26,0.12
30089,0.24,0.11
30091,0.26,0.12
30093,0.22,0.1
30095,0.22,0.09
30097,0.22,0.09
30099,0.27,0.12
30101,0.27,0.12
30103,0.26,0.12
30105,0.26,0.12
30107,0.27,0.12
30109,0.26,0.12
30111,0.25,0.12
31001,0.18,0.09
31003,0.18,0.09
31005,0.18,0.09
31007,0.17,0.09
31009,0.18,0.1
31011,0.18,0.09
31013,0.17,0.09
31015,0.17,0.09
31017,0.17,0.09
31019,0.18,0.09
31021,0.18,0.09
31023,0.18,0.09
31025,0.18,0.09
31027,0.18,0.09
31029,0.18,0.09
31031,0.17,0.09
31033,0.17,0.09
31035,0.18,0.09
31037,0.18,0.09
31039,0.18,0.09
31041,0.18,0.1
31043,0.18,0.09
31045,0.17,0.09
31047,0.18,0.09
31049,0.17,0.09
31051,0.18,0.09
31053,0.18,0.09
31055,0.18,0.09
31057,0.18,0.09
31059,0.18,0.09
31061,0.18,0.09
31063,0.18,0.09
31065,0.18,0.09
31067,0.18,0.09
31069,0.17,0.09
31071,0.18,0.1
31073,0.18,0.09
31075,0.18,0.09
31077,0.18,0.1
31079,0.18,0.1
31081,0.18,0.1
31083,0.18,0.09
31085,0.18,0.09
31087,0.18,0.09
31089,0.17,0.09
31091,0.18,0.09
31093,0.18,0.1
31095,0.18,0.09
31097,0.18,0.09
31099,0.18,0.09
31101,0.18,0.09
31103,0.17,0.09
31105,0.17,0.09
31107,0.18,0.09
31109,0.17,0.08
31111,0.18,0.09
31113,0.18,0.09
31115,0.18,0.1
31117,0.18,0.09
31119,0.18,0.09
31121,0.18,0.1
31123,0.17,0.09
31125,0.18,0.09
31127,0.18,0.09
31129,0.18,0.09
31131,0.18,0.09
31133,0.18,0.09
31135,0.18,0.09
31137,0.18,0.09
31139,0.18,0.09
31141,0.18,0.09
31143,0.18,0.09
31145,0.18,0.09
31147,0.18,0.09
31149,0.17,0.09
31151,0.18,0.09
31153,0.17,0.09
31155,0.18,0.09
31157,0.17,0.09
31159,0.18,0.09
31161,0.17,0.09
31163,0.18,0.1
31165,0.17,0.09
31167,0.18,0.09
31169,0.18,0.09
31171,0.18,0.09
31173,0.18,0.09
31175,0.18,0.1
31177,0.18,0.09
31179,0.18,0.09
31181,0.18,0.09
31183,0.18,0.1
31185,0.18,0.09
32001,0.21,0.1
32003,0.19,0.09
32005,0.19,0.09
32007,0.21,0.1
32009,0.21,0.1
32011,0.21,0.1
32013,0.21,0.1
32015,0.21,0.1
32017,0.21,0.1
32019,0.19,0.09
32021,0.21,0.1
32023,0.21,0.1
32027,0.21,0.1
32029,0.19,0.09
32031,0.17,0.08
32033,0.21,0.1
32510,0.19,0.09
33001,0.14,0.07
33003,0.14,0.07
33005,0.15,0.07
33007,0.15,0.07
33009,0.15,0.07
33011,0.14,0.07
33013,0.14,0.07
33015,0.13,0.06
33017,0.15,0.07
33019,0.15,0.07
34001,0.13,0.05
34003,0.09,0.04
34005,0.12,0.05
34007,0.13,0.06
34009,0.13,0.05
34011,0.15,0.07
34013,0.14,0.06
34015,0.13,0.05
34017,0.12,0.05
34019,0.1,0.04
34021,0.12,0.05
34023,0.1,0.04
34025,0.11,0.04
34027,0.1,0.04
34029,0.13,0.05
34031,0.13,0.06
34033,0.15,0.07
34035,0.09,0.04
34037,0.11,0.05
34039,0.12,0.05
34041,0.12,0.05
35001,0.13,0.08
35003,0.14,0.08
35005,0.17,0.09
35006,0.26,0.15
35007,0.16,0.09
35009,0.16,0.09
35011,0.16,0.09
35013,0.14,0.08
35015,0.15,0.08
35017,0.14,0.08
35019,0.16,0.09
35021,0.16,0.09
35023,0.14,0.08
35025,0.15,0.08
35027,0.17,0.09
35028,0.12,0.07
35029,0.14,0.08
35031,0.26,0.15
35033,0.12,0.07
35035,0.17,0.09
35037,0.16,0.09
35039,0.12,0.07
35041,0.16,0.09
35043,0.14,0.08
35045,0.19,0.11
35047,0.12,0.07
35049,0.12,0.07
35051,0.14,0.08
35053,0.14,0.08
35055,0.12,0.07
35057,0.14,0.08
35059,0.16,0.09
35061,0.13,0.07
36001,0.13,0.05
36003,0.16,0.07
36005,0.16,0.07
36007,0.15,0.06
36009,0.16,0.07
36011,0.15,0.06
36013,0.15,0.06
36015,0.15,0.06
36017,0.15,0.06
36019,0.17,0.07
36021,0.14,0.06
36023,0.15,0.06
36025,0.15,0.06
36027,0.13,0.05
36029,0.14,0.06
36031,0.17,0.07
36033,0.17,0.07
36035,0.16,0.07
36037,0.17,0.07
36039,0.14,0.06
36041,0.17,0.07
36043,0.15,0.06
36045,0.19,0.08
36047,0.14,0.06
36049,0.19,0.08
36051,0.15,0.06
36053,0.15,0.06
36055,0.14,0.06
36057,0.16,0.07
36059,0.1,0.04
36061,0.11,0.05
36063,0.15,0.06
36065,0.15,0.06
36067,0.14,0.06
36069,0.13,0.05
36071,0.14,0.06
36073,0.17,0.07
36075,0.16,0.06
36077,0.15,0.06
36079,0.12,0.05
36081,0.11,0.05
36083,0.14,0.06
36085,0.12,0.05
36087,0.14,0.06
36089,0.17,0.07
36091,0.12,0.05
36093,0.14,0.06
36095,0.15,0.06
36097,0.17,0.07
36099,0.15,0.06
36101,0.16,0.07
36103,0.11,0.05
36105,0.14,0.06
36107,0.15,0.06
36109,0.12,0.05
36111,0.14,0.06
36113,0.14,0.06
36115,0.14,0.06
36117,0.15,0.06
36119,0.11,0.05
36121,0.15,0.06
36123,0.13,0.05
37001,0.18,0.07
37003,0.2,0.08
37005,0.19,0.08
37007,0.2,0.08
37009,0.19,0.07
37011,0.19,0.07
37013,0.17,0.07
37015,0.17,0.07
37017,0.21,0.09
37019,0.15,0.06
37021,0.17,0.06
37023,0.19,0.08
37025,0.17,0.07
37027,0.2,0.08
37029,0.18,0.07
37031,0.17,0.07
37033,0.2,0.08
37035,0.18,0.07
37037,0.16,0.07
37039,0.18,0.07
37041,0.18,0.07
37043,0.18,0.07
37045,0.18,0.07
37047,0.21,0.09
37049,0.19,0.07
37051,0.22,0.08
37053,0.18,0.07
37055,0.17,0.07
37057,0.19,0.08
37059,0.18,0.07
37061,0.19,0.08
37063,0.17,0.07
37065,0.2,0.08
37067,0.18,0.07
37069,0.19,0.07
37071,0.19,0.08
37073,0.18,0.07
37075,0.18,0.07
37077,0.2,0.08
37079,0.2,0.08
37081,0.18,0.07
37083,0.2,0.08
37085,0.21,0.08
37087,0.18,0.07
37089,0.16,0.06
37091,0.2,0.08
37093,0.22,0.09
37095,0.17,0.07
37097,0.17,0.07
37099,0.18,0.07
37101,0.18,0.07
37103,0.22,0.08
37105,0.16,0.07
37107,0.22,0.08
37109,0.18,0.07
37111,0.19,0.08
37113,0.18,0.07
37115,0.18,0.07
37117,0.17,0.07
37119,0.16,0.06
37121,0.19,0.07
37123,0.17,0.07
37125,0.17,0.07
37127,0.2,0.08
37129,0.17,0.06
37131,0.2,0.08
37133,0.24,0.09
37135,0.14,0.05
37137,0.17,0.07
37139,0.18,0.07
37141,0.17,0.06
37143,0.18,0.07
37145,0.2,0.08
37147,0.18,0.07
37149,0.18,0.07
37151,0.2,0.08
37153,0.22,0.09
37155,0.24,0.11
37157,0.2,0.08
37159,0.2,0.08
37161,0.18,0.07
37163,0.19,0.08
37165,0.22,0.09
37167,0.18,0.07
37169,0.2,0.08
37171,0.19,0.08
37173,0.18,0.07
37175,0.16,0.06
37177,0.17,0.07
37179,0.17,0.07
37181,0.19,0.07
37183,0.14,0.05
37185,0.19,0.08
37187,0.17,0.07
37189,0.19,0.07
37191,0.21,0.08
37193,0.19,0.08
37195,0.2,0.08
37197,0.18,0.07
37199,0.19,0.07
38001,0.31,0.2
38003,0.29,0.2
38005,0.29,0.2
38007,0.31,0.2
38009,0.29,0.2
38011,0.31,0.2
38013,0.31,0.2
38015,0.27,0.17
38017,0.28,0.18
38019,0.27,0.17
38021,0.29,0.2
38023,0.31,0.2
38025,0.31,0.2
38027,0.29,0.2
38029,0.27,0.17
38031,0.29,0.2
38033,0.31,0.2
38035,0.27,0.17
38037,0.31,0.2
38039,0.27,0.17
38041,0.31,0.2
38043,0.27,0.17
38045,0.29,0.2
38047,0.27,0.17
38049,0.31,0.2
38051,0.27,0.17
38053,0.31,0.2
38055,0.31,0.2
38057,0.31,0.2
38059,0.27,0.17
38061,0.31,0.2
38063,0.29,0.2
38065,0.31,0.2
38067,0.27,0.17
38069,0.29,0.2
38071,0.29,0.2
38073,0.29,0.2
38075,0.31,0.2
38077,0.29,0.2
38079,0.29,0.2
38081,0.29,0.2
38083,0.29,0.2
38085,0.31,0.2
38087,0.31,0.2
38089,0.31,0.2
38091,0.27,0.17
38093,0.29,0.2
38095,0.27,0.17
38097,0.27,0.17
38099,0.27,0.17
38101,0.31,0.2
38103,0.29,0.2
38105,0.31,0.2
39001,0.26,0.14
39003,0.24,0.13
39005,0.23,0.12
39007,0.25,0.14
39009,0.23,0.12
39011,0.21,0.11
39013,0.22,0.12
39015,0.23,0.13
39017,0.21,0.11
39019,0.21,0.12
39021,0.23,0.12
39023,0.24,0.13
39025,0.21,0.11
39027,0.26,0.14
39029,0.22,0.12
39031,0.26,0.15
39033,0.23,0.12
39035,0.2,0.11
39037,0.22,0.12
39039,0.22,0.12
39041,0.16,0.08
39043,0.2,0.11
39045,0.2,0.11
39047,0.25,0.14
39049,0.21,0.11
39051,0.21,0.11
39053,0.23,0.12
39055,0.17,0.1
39057,0.19,0.1
39059,0.26,0.15
39061,0.19,0.1
39063,0.2,0.11
39065,0.23,0.12
39067,0.24,0.13
39069,0.22,0.12
39071,0.26,0.14
39073,0.25,0.14
39075,0.26,0.15
39077,0.23,0.12
39079,0.25,0.14
39081,0.22,0.12
39083,0.24,0.13
39085,0.2,0.11
39087,0.24,0.13
39089,0.21,0.11
39091,0.23,0.12
39093,0.21,0.12
39095,0.22,0.12
39097,0.24,0.13
39099,0.22,0.12
39101,0.24,0.13
