Geographic Area Name,TCI
"Cheboygan, Michigan",0.0
"Chenango, New York",0.0
"Cherokee, Alabama",0.0
"Cherokee, Iowa",0.0
"Cherokee, Kansas",0.0
"Cherokee, North Carolina",0.0
"Cherokee, Oklahoma",0.0
"Cherokee, South Carolina",0.0
"Cherokee, Texas",0.0
"Cherry, Nebraska",0.0
"Chester, South Carolina",0.0
"Chester, Tennessee",0.0
"Chesterfield, South Carolina",0.0
"Cheyenne, Colorado",0.0
"Cheyenne, Kansas",0.0
"Cheyenne, Nebraska",0.0
"Chickasaw, Iowa",0.0
"Chickasaw, Mississippi",0.0
"Chicot, Arkansas",0.0
"Childress, Texas",0.0
"Chilton, Alabama",0.0
"Chippewa, Michigan",0.0
"Chippewa, Minnesota",0.0
"Choctaw, Alabama",0.0
"Choctaw, Mississippi",0.0
"Choctaw, Oklahoma",0.0
"Chouteau, Montana",0.0
"Chowan, North Carolina",0.0
"Christian, Illinois",0.0
"Christian, Missouri",0.0
"Churchill, Nevada",0.0
"Cibola, New Mexico",0.0
"Cimarron, Oklahoma",0.0
"Claiborne, Mississippi",0.0
"Claiborne, Tennessee",0.0
"Claiborne Parish, Louisiana",0.0
"Clare, Michigan",0.0
"Clarendon, South Carolina",0.0
"Clarion, Pennsylvania",0.0
"Clark, Idaho",0.0
"Clark, Illinois",0.0
"Clark, Kansas",0.0
"Clark, Kentucky",0.0
"Clark, Missouri",0.0
"Clark, South Dakota",0.0
"Clark, Wisconsin",0.0
"Clarke, Mississippi",0.0
"Clarke, Virginia",0.0
"Clay, Alabama",0.0
"Clay, Arkansas",0.0
"Clay, Georgia",0.0
"Clay, Iowa",0.0
"Clay, Illinois",0.0
"Clay, Indiana",0.0
"Clay, Kansas",0.0
"Clay, Kentucky",0.0
"Clay, Mississippi",0.0
"Clay, North Carolina",0.0
"Clay, Nebraska",0.0
"Clay, South Dakota",0.0
"Clay, Tennessee",0.0
"Clay, Texas",0.0
"Clay, West Virginia",0.0
"Clayton, Iowa",0.0
"Clearwater, Idaho",0.0
"Clearwater, Minnesota",0.0
"Cleburne, Alabama",0.0
"Cleburne, Arkansas",0.0
"Cleveland, Arkansas",0.0
"Cleveland, North Carolina",0.0
"Clinch, Georgia",0.0
"Clinton, Indiana",0.0
"Clinton, Kentucky",0.0
"Clinton, Missouri",0.0
"Clinton, Ohio",0.0
"Clinton, Pennsylvania",0.0
"Cloud, Kansas",0.0
"Coahoma, Mississippi",0.0
"Coal, Oklahoma",0.0
"Cochran, Texas",0.0
"Cocke, Tennessee",0.0
"Codington, South Dakota",0.0
"Coffee, Alabama",0.0
"Coffee, Georgia",0.0
"Coffee, Tennessee",0.0
"Coffey, Kansas",0.0
"Coke, Texas",0.0
"Colbert, Alabama",0.0
"Coleman, Texas",0.0
"Colfax, Nebraska",0.0
"Colleton, South Carolina",0.0
"Collingsworth, Texas",0.0
"Colorado, Texas",0.0
"Colquitt, Georgia",0.0
"Columbia, Arkansas",0.0
"Columbia, Florida",0.0
"Columbia, Washington",0.0
"Columbus, North Carolina",0.0
"Colusa, California",0.0
"Comal, Texas",0.0
"Comanche, Kansas",0.0
"Comanche, Oklahoma",0.0
"Comanche, Texas",0.0
"Concho, Texas",0.0
"Concordia Parish, Louisiana",0.0
"Conecuh, Alabama",0.0
"Conejos, Colorado",0.0
"Converse, Wyoming",0.0
"Conway, Arkansas",0.0
"Cook, Georgia",0.0
"Cook, Minnesota",0.0
"Cooper, Missouri",0.0
"Coosa, Alabama",0.0
"Coos, New Hampshire",0.0
"Corson, South Dakota",0.0
"Cortland, New York",0.0
"Coshocton, Ohio",0.0
"Costilla, Colorado",0.0
"Cottle, Texas",0.0
"Cotton, Oklahoma",0.0
"Cottonwood, Minnesota",0.0
"Covington, Alabama",0.0
"Covington, Mississippi",0.0
"Cowley, Kansas",0.0
"Craig, Oklahoma",0.0
"Craig, Virginia",0.0
"Crane, Texas",0.0
"Crawford, Arkansas",0.0
"Crawford, Georgia",0.0
"Crawford, Iowa",0.0
"Crawford, Illinois",0.0
"Crawford, Indiana",0.0
"Crawford, Kansas",0.0
"Crawford, Michigan",0.0
"Crawford, Missouri",0.0
"Crawford, Ohio",0.0
"Crawford, Wisconsin",0.0
"Crenshaw, Alabama",0.0
"Crisp, Georgia",0.0
"Crittenden, Kentucky",0.0
"Crockett, Tennessee",0.0
"Crockett, Texas",0.0
"Crook, Wyoming",0.0
"Crosby, Texas",0.0
"Cross, Arkansas",0.0
"Crowley, Colorado",0.0
"Crow Wing, Minnesota",0.0
"Culberson, Texas",0.0
"Cullman, Alabama",0.0
"Cumberland, Illinois",0.0
"Cumberland, Kentucky",0.0
"Cumberland, Tennessee",0.0
"Cumberland, Virginia",0.0
"Cuming, Nebraska",0.0
"Curry, New Mexico",0.0
"Custer, Colorado",0.0
"Custer, Idaho",0.0
"Custer, Montana",0.0
"Custer, Nebraska",0.0
"Custer, Oklahoma",0.0
"Custer, South Dakota",0.0
"Dade, Georgia",0.0
"Dade, Missouri",0.0
"Daggett, Utah",0.0
"Dale, Alabama",0.0
"Dallam, Texas",0.0
"Dallas, Arkansas",0.0
"Dallas, Missouri",0.0
"Daniels, Montana",0.0
"Darke, Ohio",0.0
"Davie, North Carolina",0.0
"Daviess, Indiana",0.0
"Daviess, Missouri",0.0
"Davis, Iowa",0.0
"Davison, South Dakota",0.0
"Dawes, Nebraska",0.0
"Dawson, Georgia",0.0
"Dawson, Montana",0.0
"Dawson, Nebraska",0.0
"Dawson, Texas",0.0
"Day, South Dakota",0.0
"Deaf Smith, Texas",0.0
"Dearborn, Indiana",0.0
"De Baca, New Mexico",0.0
"Decatur, Georgia",0.0
"Decatur, Iowa",0.0
"Decatur, Indiana",0.0
"Decatur, Kansas",0.0
"Decatur, Tennessee",0.0
"Deer Lodge, Montana",0.0
"Defiance, Ohio",0.0
"DeKalb, Alabama",0.0
"DeKalb, Missouri",0.0
"DeKalb, Tennessee",0.0
"Delaware, Iowa",0.0
"Delaware, Oklahoma",0.0
"Delta, Colorado",0.0
"Delta, Michigan",0.0
"Delta, Texas",0.0
"Denali Borough, Alaska",0.0
"Dent, Missouri",0.0
"Desha, Arkansas",0.0
"DeSoto, Florida",0.0
"De Soto Parish, Louisiana",0.0
"Deuel, Nebraska",0.0
"Deuel, South Dakota",0.0
"Dewey, Oklahoma",0.0
"Dewey, South Dakota",0.0
"De Witt, Illinois",0.0
"DeWitt, Texas",0.0
"Dickens, Texas",0.0
"Dickenson, Virginia",0.0
"Dickey, North Dakota",0.0
"Dickinson, Iowa",0.0
"Dickinson, Kansas",0.0
"Dickinson, Michigan",0.0
"Dillingham Census Area, Alaska",0.0
"Dimmit, Texas",0.0
"Divide, North Dakota",0.0
"Dixie, Florida",0.0
"Dixon, Nebraska",0.0
"Doddridge, West Virginia",0.0
"Dodge, Georgia",0.0
"Dodge, Nebraska",0.0
"Dolores, Colorado",0.0
"Donley, Texas",0.0
"Dooly, Georgia",0.0
"Door, Wisconsin",0.0
"Douglas, Illinois",0.0
"Douglas, Minnesota",0.0
"Douglas, Missouri",0.0
"Douglas, South Dakota",0.0
"Drew, Arkansas",0.0
"Dubois, Indiana",0.0
"Duchesne, Utah",0.0
"Dundy, Nebraska",0.0
"Dunklin, Missouri",0.0
"Dunn, North Dakota",0.0
"Dunn, Wisconsin",0.0
"Duplin, North Carolina",0.0
"Duval, Texas",0.0
"Early, Georgia",0.0
"East Carroll Parish, Louisiana",0.0
"East Feliciana Parish, Louisiana",0.0
"Eastland, Texas",0.0
"Echols, Georgia",0.0
"Eddy, North Dakota",0.0
"Edgar, Illinois",0.0
"Edgefield, South Carolina",0.0
"Edmonson, Kentucky",0.0
"Edmunds, South Dakota",0.0
"Edwards, Illinois",0.0
"Edwards, Kansas",0.0
"Edwards, Texas",0.0
"Effingham, Georgia",0.0
"Elbert, Colorado",0.0
"Elbert, Georgia",0.0
"Elk, Kansas",0.0
"Elk, Pennsylvania",0.0
"Elliott, Kentucky",0.0
"Ellis, Kansas",0.0
"Ellis, Oklahoma",0.0
"Ellis, Texas",0.0
"Ellsworth, Kansas",0.0
"Elmore, Alabama",0.0
"Elmore, Idaho",0.0
"Emanuel, Georgia",0.0
"Emmet, Iowa",0.0
"Emmet, Michigan",0.0
"Emmons, North Dakota",0.0
"Emporia city, Virginia",0.0
"Erath, Texas",0.0
"Escambia, Alabama",0.0
"Esmeralda, Nevada",0.0
"Essex, Virginia",0.0
"Estill, Kentucky",0.0
"Eureka, Nevada",0.0
"Evangeline Parish, Louisiana",0.0
"Evans, Georgia",0.0
"Fairfield, South Carolina",0.0
"Fallon, Montana",0.0
"Fall River, South Dakota",0.0
"Fannin, Georgia",0.0
"Fannin, Texas",0.0
"Faribault, Minnesota",0.0
"Faulk, South Dakota",0.0
"Faulkner, Arkansas",0.0
"Fauquier, Virginia",0.0
"Fayette, Alabama",0.0
"Fayette, Iowa",0.0
"Fayette, Illinois",0.0
"Fayette, Ohio",0.0
"Fayette, Tennessee",0.0
"Fentress, Tennessee",0.0
"Fergus, Montana",0.0
"Ferry, Washington",0.0
"Fillmore, Nebraska",0.0
"Fisher, Texas",0.0
"Flagler, Florida",0.0
"Fleming, Kentucky",0.0
"Florence, Wisconsin",0.0
"Floyd, Georgia",0.0
"Floyd, Iowa",0.0
"Floyd, Kentucky",0.0
"Floyd, Texas",0.0
"Floyd, Virginia",0.0
"Foard, Texas",0.0
"Ford, Illinois",0.0
"Forest, Pennsylvania",0.0
"Forest, Wisconsin",0.0
"Foster, North Dakota",0.0
"Fountain, Indiana",0.0
"Franklin city, Virginia",0.0
"Franklin, Alabama",0.0
"Franklin, Arkansas",0.0
"Franklin, Florida",0.0
"Franklin, Georgia",0.0
"Franklin, Iowa",0.0
"Franklin, Illinois",0.0
"Franklin, Indiana",0.0
"Franklin, Kansas",0.0
"Franklin, Kentucky",0.0
"Franklin, Maine",0.0
"Franklin, Mississippi",0.0
"Franklin, North Carolina",0.0
"Franklin, Nebraska",0.0
"Franklin, New York",0.0
"Franklin, Tennessee",0.0
"Franklin, Texas",0.0
"Franklin Parish, Louisiana",0.0
"Freeborn, Minnesota",0.0
"Freestone, Texas",0.0
"Fremont, Colorado",0.0
"Fremont, Iowa",0.0
"Fremont, Idaho",0.0
"Fremont, Wyoming",0.0
"Frio, Texas",0.0
"Frontier, Nebraska",0.0
"Fulton, Arkansas",0.0
"Fulton, Illinois",0.0
"Fulton, Indiana",0.0
"Fulton, Ohio",0.0
"Fulton, Pennsylvania",0.0
"Furnas, Nebraska",0.0
"Gadsden, Florida",0.0
"Gage, Nebraska",0.0
"Gaines, Texas",0.0
"Galax city, Virginia",0.0
"Gallatin, Illinois",0.0
"Gallatin, Kentucky",0.0
"Gallia, Ohio",0.0
"Garden, Nebraska",0.0
"Garfield, Montana",0.0
"Garfield, Nebraska",0.0
"Garfield, Oklahoma",0.0
"Garfield, Utah",0.0
"Garfield, Washington",0.0
"Garrard, Kentucky",0.0
"Garza, Texas",0.0
"Gates, North Carolina",0.0
"Geary, Kansas",0.0
"Geauga, Ohio",0.0
"Gem, Idaho",0.0
"Genesee, New York",0.0
"Geneva, Alabama",0.0
"Gentry, Missouri",0.0
"George, Mississippi",0.0
"Gibson, Indiana",0.0
"Gibson, Tennessee",0.0
"Gila, Arizona",0.0
"Gilchrist, Florida",0.0
"Giles, Tennessee",0.0
"Giles, Virginia",0.0
"Gillespie, Texas",0.0
"Gilliam, Oregon",0.0
"Gilmer, Georgia",0.0
"Gilmer, West Virginia",0.0
"Glades, Florida",0.0
"Gladwin, Michigan",0.0
"Glascock, Georgia",0.0
"Glasscock, Texas",0.0
"Glenn, California",0.0
"Gloucester, Virginia",0.0
"Glynn, Georgia",0.0
"Gogebic, Michigan",0.0
"Golden Valley, Montana",0.0
"Golden Valley, North Dakota",0.0
"Goliad, Texas",0.0
"Gonzales, Texas",0.0
"Goochland, Virginia",0.0
"Gooding, Idaho",0.0
"Gordon, Georgia",0.0
"Goshen, Wyoming",0.0
"Gosper, Nebraska",0.0
"Gove, Kansas",0.0
"Grady, Georgia",0.0
"Grady, Oklahoma",0.0
"Graham, Arizona",0.0
"Graham, Kansas",0.0
"Graham, North Carolina",0.0
"Grainger, Tennessee",0.0
"Granite, Montana",0.0
"Grant, Arkansas",0.0
"Grant, Indiana",0.0
"Grant, Kansas",0.0
"Grant, Kentucky",0.0
"Grant, Minnesota",0.0
"Grant, North Dakota",0.0
"Grant, Nebraska",0.0
"Grant, New Mexico",0.0
"Grant, Oklahoma",0.0
"Grant, South Dakota",0.0
"Grant Parish, Louisiana",0.0
"Granville, North Carolina",0.0
"Gratiot, Michigan",0.0
"Graves, Kentucky",0.0
"Gray, Kansas",0.0
"Gray, Texas",0.0
"Grayson, Kentucky",0.0
"Grayson, Virginia",0.0
"Greeley, Kansas",0.0
"Greeley, Nebraska",0.0
"Green, Kentucky",0.0
"Green, Wisconsin",0.0
"Greene, Alabama",0.0
"Greene, Arkansas",0.0
"Greene, Georgia",0.0
"Greene, Iowa",0.0
"Greene, Illinois",0.0
"Greene, Indiana",0.0
"Greene, Mississippi",0.0
"Greene, North Carolina",0.0
"Greene, Tennessee",0.0
"Green Lake, Wisconsin",0.0
"Greenlee, Arizona",0.0
"Greensville, Virginia",0.0
"Greenwood, Kansas",0.0
"Greenwood, South Carolina",0.0
"Greer, Oklahoma",0.0
"Gregory, South Dakota",0.0
"Grenada, Mississippi",0.0
"Griggs, North Dakota",0.0
"Grimes, Texas",0.0
"Grundy, Iowa",0.0
"Grundy, Illinois",0.0
"Grundy, Missouri",0.0
"Grundy, Tennessee",0.0
"Guadalupe, New Mexico",0.0
"Guadalupe, Texas",0.0
"Gulf, Florida",0.0
"Guthrie, Iowa",0.0
"Haakon, South Dakota",0.0
"Habersham, Georgia",0.0
"Haines Borough, Alaska",0.0
"Hale, Alabama",0.0
"Hale, Texas",0.0
"Halifax, North Carolina",0.0
"Halifax, Virginia",0.0
"Hall, Nebraska",0.0
"Hall, Texas",0.0
"Hamblen, Tennessee",0.0
"Hamilton, Florida",0.0
"Hamilton, Iowa",0.0
"Hamilton, Illinois",0.0
"Hamilton, Kansas",0.0
"Hamilton, Nebraska",0.0
"Hamilton, New York",0.0
"Hamilton, Texas",0.0
"Hamlin, South Dakota",0.0
"Hancock, Georgia",0.0
"Hancock, Iowa",0.0
"Hancock, Illinois",0.0
"Hancock, Indiana",0.0
"Hancock, Kentucky",0.0
"Hancock, Maine",0.0
"Hancock, Mississippi",0.0
"Hancock, Ohio",0.0
"Hancock, Tennessee",0.0
"Hancock, West Virginia",0.0
"Hand, South Dakota",0.0
"Hansford, Texas",0.0
"Hanson, South Dakota",0.0
"Haralson, Georgia",0.0
"Hardee, Florida",0.0
"Hardeman, Tennessee",0.0
"Hardeman, Texas",0.0
"Hardin, Iowa",0.0
"Hardin, Illinois",0.0
"Hardin, Kentucky",0.0
"Hardin, Ohio",0.0
"Hardin, Tennessee",0.0
"Hardin, Texas",0.0
"Harding, New Mexico",0.0
"Harding, South Dakota",0.0
"Harlan, Kentucky",0.0
"Harlan, Nebraska",0.0
"Harmon, Oklahoma",0.0
"Harnett, North Carolina",0.0
"Harper, Kansas",0.0
"Harper, Oklahoma",0.0
"Harris, Georgia",0.0
"Harrison, Iowa",0.0
"Harrison, Indiana",0.0
"Harrison, Kentucky",0.0
"Harrison, Missouri",0.0
"Harrison, Ohio",0.0
"Hart, Georgia",0.0
"Hart, Kentucky",0.0
"Hartley, Texas",0.0
"Haskell, Kansas",0.0
"Haskell, Oklahoma",0.0
"Haskell, Texas",0.0
"Hayes, Nebraska",0.0
"Haywood, North Carolina",0.0
"Haywood, Tennessee",0.0
"Heard, Georgia",0.0
"Hemphill, Texas",0.0
"Henderson, Tennessee",0.0
"Henderson, Texas",0.0
"Hendry, Florida",0.0
"Henry, Alabama",0.0
"Henry, Indiana",0.0
"Henry, Kentucky",0.0
"Henry, Missouri",0.0
"Henry, Ohio",0.0
"Henry, Tennessee",0.0
"Henry, Virginia",0.0
"Hertford, North Carolina",0.0
"Hettinger, North Dakota",0.0
"Hickman, Kentucky",0.0
"Hickman, Tennessee",0.0
"Hickory, Missouri",0.0
"Highland, Ohio",0.0
"Highland, Virginia",0.0
"Hill, Texas",0.0
"Hillsdale, Michigan",0.0
"Hinsdale, Colorado",0.0
"Hitchcock, Nebraska",0.0
"Hocking, Ohio",0.0
"Hockley, Texas",0.0
"Hodgeman, Kansas",0.0
"Hoke, North Carolina",0.0
"Holmes, Florida",0.0
"Holmes, Mississippi",0.0
"Holmes, Ohio",0.0
"Holt, Missouri",0.0
"Holt, Nebraska",0.0
"Hood, Texas",0.0
"Hooker, Nebraska",0.0
"Hoonah-Angoon Census Area, Alaska",0.0
"Hopkins, Kentucky",0.0
"Hopkins, Texas",0.0
"Hot Springs, Wyoming",0.0
"Houghton, Michigan",0.0
"Houston, Alabama",0.0
"Houston, Tennessee",0.0
"Houston, Texas",0.0
"Howard, Arkansas",0.0
"Howard, Iowa",0.0
"Howard, Indiana",0.0
"Howard, Missouri",0.0
"Howard, Nebraska",0.0
"Howard, Texas",0.0
"Howell, Missouri",0.0
"Hubbard, Minnesota",0.0
"Hudspeth, Texas",0.0
"Huerfano, Colorado",0.0
"Hughes, Oklahoma",0.0
"Hughes, South Dakota",0.0
"Humboldt, Iowa",0.0
"Humphreys, Mississippi",0.0
"Humphreys, Tennessee",0.0
"Hunt, Texas",0.0
"Huntington, Indiana",0.0
"Huron, Michigan",0.0
"Huron, Ohio",0.0
"Hutchinson, South Dakota",0.0
"Hutchinson, Texas",0.0
"Hyde, South Dakota",0.0
"Iberville Parish, Louisiana",0.0
"Ida, Iowa",0.0
"Idaho, Idaho",0.0
"Independence, Arkansas",0.0
"Indian River, Florida",0.0
"Ionia, Michigan",0.0
"Iosco, Michigan",0.0
"Iowa, Iowa",0.0
"Iowa, Wisconsin",0.0
"Irion, Texas",0.0
"Iron, Michigan",0.0
"Iron, Utah",0.0
"Iron, Wisconsin",0.0
"Irwin, Georgia",0.0
"Isabella, Michigan",0.0
"Isanti, Minnesota",0.0
"Issaquena, Mississippi",0.0
"Itasca, Minnesota",0.0
"Itawamba, Mississippi",0.0
"Izard, Arkansas",0.0
"Jack, Texas",0.0
"Jackson, Alabama",0.0
"Jackson, Arkansas",0.0
"Jackson, Colorado",0.0
"Jackson, Florida",0.0
"Jackson, Georgia",0.0
"Jackson, Iowa",0.0
"Jackson, Indiana",0.0
"Jackson, Kansas",0.0
"Jackson, Kentucky",0.0
"Jackson, Minnesota",0.0
"Jackson, North Carolina",0.0
"Jackson, Ohio",0.0
"Jackson, Oklahoma",0.0
"Jackson, South Dakota",0.0
"Jackson, Tennessee",0.0
"Jackson, Texas",0.0
"Jackson, Wisconsin",0.0
"Jackson, West Virginia",0.0
"Jackson Parish, Louisiana",0.0
"Jasper, Georgia",0.0
"Jasper, Iowa",0.0
"Jasper, Illinois",0.0
"Jasper, Mississippi",0.0
"Jasper, South Carolina",0.0
"Jasper, Texas",0.0
"Jay, Indiana",0.0
"Jeff Davis, Georgia",0.0
"Jeff Davis, Texas",0.0
"Jefferson, Arkansas",0.0
"Jefferson, Florida",0.0
"Jefferson, Georgia",0.0
"Jefferson, Iowa",0.0
"Jefferson, Idaho",0.0
"Jefferson, Illinois",0.0
"Jefferson, Indiana",0.0
"Jefferson, Kansas",0.0
"Jefferson, Mississippi",0.0
"Jefferson, Montana",0.0
"Jefferson, Nebraska",0.0
"Jefferson, New York",0.0
"Jefferson, Oklahoma",0.0
"Jefferson, Tennessee",0.0
"Jefferson, Wisconsin",0.0
"Jefferson Davis, Mississippi",0.0
"Jefferson Davis Parish, Louisiana",0.0
"Jenkins, Georgia",0.0
"Jennings, Indiana",0.0
"Jerauld, South Dakota",0.0
"Jerome, Idaho",0.0
"Jersey, Illinois",0.0
"Jewell, Kansas",0.0
"Jim Hogg, Texas",0.0
"Jim Wells, Texas",0.0
"Johnson, Arkansas",0.0
"Johnson, Georgia",0.0
"Johnson, Illinois",0.0
"Johnson, Kentucky",0.0
"Johnson, Nebraska",0.0
"Johnson, Tennessee",0.0
"Johnson, Wyoming",0.0
"Johnston, Oklahoma",0.0
"Jones, Iowa",0.0
"Jones, North Carolina",0.0
"Jones, South Dakota",0.0
"Jones, Texas",0.0
"Judith Basin, Montana",0.0
"Juneau, Wisconsin",0.0
"Juniata, Pennsylvania",0.0
"Kalawao, Hawaii",0.0
"Kalkaska, Michigan",0.0
"Kanabec, Minnesota",0.0
"Kandiyohi, Minnesota",0.0
"Kane, Utah",0.0
"Karnes, Texas",0.0
"Kauai, Hawaii",0.0
"Kay, Oklahoma",0.0
"Kearney, Nebraska",0.0
"Kearny, Kansas",0.0
"Keith, Nebraska",0.0
"Kemper, Mississippi",0.0
"Kenai Peninsula Borough, Alaska",0.0
"Kendall, Texas",0.0
"Kenedy, Texas",0.0
"Kent, Texas",0.0
"Keokuk, Iowa",0.0
"Kerr, Texas",0.0
"Kewaunee, Wisconsin",0.0
"Keweenaw, Michigan",0.0
"Keya Paha, Nebraska",0.0
"Kidder, North Dakota",0.0
"Kimball, Nebraska",0.0
"Kimble, Texas",0.0
"King and Queen, Virginia",0.0
"King, Texas",0.0
"Kingfisher, Oklahoma",0.0
"King George, Virginia",0.0
"Kingman, Kansas",0.0
"Kingsbury, South Dakota",0.0
"King William, Virginia",0.0
"Kinney, Texas",0.0
"Kiowa, Colorado",0.0
"Kiowa, Kansas",0.0
"Kiowa, Oklahoma",0.0
"Kit Carson, Colorado",0.0
"Kittson, Minnesota",0.0
"Kleberg, Texas",0.0
"Knott, Kentucky",0.0
"Knox, Indiana",0.0
"Knox, Kentucky",0.0
"Knox, Maine",0.0
"Knox, Missouri",0.0
"Knox, Nebraska",0.0
"Knox, Ohio",0.0
"Knox, Texas",0.0
"Kodiak Island Borough, Alaska",0.0
"Koochiching, Minnesota",0.0
"Kosciusko, Indiana",0.0
"Kossuth, Iowa",0.0
"Kusilvak Census Area, Alaska",0.0
"Labette, Kansas",0.0
"Laclede, Missouri",0.0
"Lac qui Parle, Minnesota",0.0
"Lafayette, Arkansas",0.0
"Lafayette, Florida",0.0
"Lafayette, Missouri",0.0
"Lafayette, Mississippi",0.0
"Lafayette, Wisconsin",0.0
"LaGrange, Indiana",0.0
"Lake and Peninsula Borough, Alaska",0.0
"Lake, Michigan",0.0
"Lake, Minnesota",0.0
"Lake, Montana",0.0
"Lake, Oregon",0.0
"Lake, South Dakota",0.0
"Lake, Tennessee",0.0
"Lake of the Woods, Minnesota",0.0
"Lamar, Alabama",0.0
"Lamar, Georgia",0.0
"Lamar, Texas",0.0
"Lamb, Texas",0.0
"LaMoure, North Dakota",0.0
"Lampasas, Texas",0.0
"Lancaster, South Carolina",0.0
"Lancaster, Virginia",0.0
"Lander, Nevada",0.0
"Lane, Kansas",0.0
"Langlade, Wisconsin",0.0
"Lanier, Georgia",0.0
"La Plata, Colorado",0.0
"Larue, Kentucky",0.0
"La Salle, Texas",0.0
"LaSalle Parish, Louisiana",0.0
"Latah, Idaho",0.0
"Latimer, Oklahoma",0.0
"Lauderdale, Alabama",0.0
"Lauderdale, Tennessee",0.0
"Laurel, Kentucky",0.0
"Laurens, Georgia",0.0
"Laurens, South Carolina",0.0
"Lavaca, Texas",0.0
"Lawrence, Alabama",0.0
"Lawrence, Illinois",0.0
"Lawrence, Indiana",0.0
"Lawrence, Kentucky",0.0
"Lawrence, Missouri",0.0
"Lawrence, Mississippi",0.0
"Lawrence, South Dakota",0.0
"Lawrence, Tennessee",0.0
"Lea, New Mexico",0.0
"Leake, Mississippi",0.0
"Leavenworth, Kansas",0.0
"Lee, Alabama",0.0
"Lee, Arkansas",0.0
"Lee, Illinois",0.0
"Lee, Kentucky",0.0
"Lee, Mississippi",0.0
"Lee, North Carolina",0.0
"Lee, South Carolina",0.0
"Lee, Virginia",0.0
"Lemhi, Idaho",0.0
"Lenawee, Michigan",0.0
"Lenoir, North Carolina",0.0
"Leon, Texas",0.0
"Leslie, Kentucky",0.0
"Le Sueur, Minnesota",0.0
"Letcher, Kentucky",0.0
"Levy, Florida",0.0
"Lewis and Clark, Montana",0.0
"Lewis, Idaho",0.0
"Lewis, Kentucky",0.0
"Lewis, Missouri",0.0
"Lewis, New York",0.0
"Lewis, Tennessee",0.0
"Lewis, West Virginia",0.0
"Liberty, Florida",0.0
"Liberty, Georgia",0.0
"Liberty, Montana",0.0
"Limestone, Alabama",0.0
"Limestone, Texas",0.0
"Lincoln, Arkansas",0.0
"Lincoln, Colorado",0.0
"Lincoln, Georgia",0.0
"Lincoln, Idaho",0.0
"Lincoln, Kansas",0.0
"Lincoln, Kentucky",0.0
"Lincoln, Maine",0.0
"Lincoln, Minnesota",0.0
"Lincoln, Missouri",0.0
