GEOID,FQHC Count,FacDensity10K,HOPD count,PHMCY Count,RUHC Count
19019,0,1.4168,0,3,0
19021,1,3.0581,0,5,0
19023,1,1.3851,0,1,0
19025,0,4.1374,0,4,0
19027,0,3.4714,1,6,0
19029,0,2.3372,0,3,0
19031,0,2.6843,0,3,2
19033,1,3.5336,1,12,1
19035,0,2.6702,0,3,0
19037,0,0.838,0,1,0
19039,1,4.2576,0,2,1
19041,0,3.1219,1,4,0
19043,0,2.2793,0,4,0
19045,1,2.1538,1,8,0
19047,0,1.7835999999999999,0,3,0
19049,0,0.9631,0,7,2
19051,0,2.2222,0,2,0
19053,7,11.4358,0,2,0
19055,0,1.7635999999999998,0,3,0
19057,1,2.3096,1,6,1
19059,0,2.8971999999999998,1,4,0
19061,2,2.8773999999999997,2,24,0
19063,0,2.1719999999999997,0,2,0
19065,0,2.5445,0,5,0
19067,0,1.2786,0,2,0
19069,0,1.9861,0,2,0
19071,0,4.3103,0,2,1
19073,0,2.2502,0,2,0
19075,0,2.4526,0,3,0
19077,0,2.8066,0,3,0
19079,0,1.3538000000000001,0,2,0
19081,0,0.9407,0,1,0
19083,0,2.9680999999999997,0,5,0
19085,0,1.4236,0,2,0
19087,0,2.0046,0,4,0
19089,0,2.1839,0,2,0
19091,0,3.1387,0,3,0
19093,0,1.4577,0,1,0
19095,0,3.0895,0,4,1
19097,0,2.0577,0,4,0
19099,0,2.4203,1,8,0
19101,5,4.9193999999999996,0,4,0
19103,1,1.7864,2,24,0
19105,1,2.9012000000000002,0,5,0
19107,4,3.904,0,0,0
19109,0,1.3502,0,2,0
19111,2,3.5654,2,7,1
19113,4,1.9407999999999999,2,38,0
19115,1,3.6248,0,2,1
19117,1,2.3256,0,1,0
19119,0,1.7014,0,2,0
19121,0,3.0604,0,5,0
19123,1,1.8104,0,3,0
19125,0,2.7065,0,9,0
19127,3,2.5401,1,6,0
19129,0,1.9856,0,3,0
19131,0,0.9446,0,1,0
19133,0,3.4823,0,2,1
19135,6,9.082699999999999,0,1,0
19137,0,2.0167,0,2,0
19139,2,2.3439,1,7,0
19141,0,2.9085,0,4,0
19143,0,1.6784,0,1,0
19145,0,2.6478,0,4,0
19147,0,3.3761,0,3,0
19149,0,2.3830999999999998,0,5,1
19151,0,3.0216,0,2,0
19153,11,2.0605,4,86,0
19155,3,2.0385,2,14,0
19157,0,3.2425,1,4,1
19159,3,8.1733,0,1,0
19161,0,2.0574,0,2,0
19163,5,1.8502999999999998,2,25,0
19165,0,3.4922,0,4,0
19167,1,2.2952,0,7,0
19169,1,1.7505,1,15,0
19171,0,2.3733,0,4,0
19173,0,3.2674,0,2,0
19175,0,2.4508,0,3,0
19177,0,0.0,0,0,0
19179,2,3.1456,1,8,0
19181,0,1.1658,0,6,0
19183,0,2.7316000000000003,0,6,0
19185,2,6.2102,0,2,0
19187,3,3.3422,1,8,0
19189,0,1.9316,0,2,0
19191,0,2.0009,0,4,0
19193,1,1.9397,2,16,1
19195,0,0.0,0,0,0
19197,0,1.5920999999999998,0,2,0
20001,1,4.0424,0,2,2
20003,0,1.2726,0,1,0
20005,8,7.4658999999999995,0,3,1
20007,0,4.5177,0,2,0
20009,2,2.3275,1,3,0
20011,2,3.4402,1,2,0
20013,4,7.3191,0,3,0
20015,0,2.0923,2,10,2
20017,0,0.0,0,0,0
20019,0,0.0,0,0,0
20021,3,5.5168,1,5,2
20023,0,0.0,0,0,0
20025,0,0.0,0,0,0
20027,0,2.4994,0,2,0
20029,0,3.4145,0,3,0
20031,0,4.8906,1,3,0
20033,0,0.0,0,0,0
20035,1,3.7241,1,9,2
20037,16,6.1827,1,7,0
20039,0,3.5373,0,1,0
20041,0,1.6246,0,3,0
20043,5,7.8947,0,1,0
20045,4,1.963,1,19,0
20047,0,0.0,0,0,0
20049,0,0.0,0,0,0
20051,1,3.1519999999999997,1,6,1
20053,0,3.2776,0,2,0
20055,4,3.2906,1,7,0
20057,2,2.3796,1,4,1
20059,1,3.1319,1,4,2
20061,2,3.1576,1,7,0
20063,0,0.0,0,0,0
20065,0,4.029,0,1,0
20067,1,4.1958,1,1,0
20069,0,3.34,0,2,0
20071,0,0.0,0,0,0
20073,1,1.6717,0,0,0
20075,0,0.0,0,0,0
20077,0,1.8396,0,1,0
20079,4,3.4854,1,7,0
20081,0,0.0,0,0,0
20083,0,0.0,0,0,0
20085,0,0.7592,0,1,0
20087,0,0.5251,0,1,0
20089,0,0.0,0,0,0
20091,6,2.1414,8,115,0
20093,0,2.6055,0,1,0
20095,0,1.3982,0,1,0
20097,0,0.0,0,0,0
20099,3,5.0974,1,6,0
20101,0,0.0,0,0,0
20103,0,1.5901,2,11,0
20105,0,3.3761,0,1,0
20107,2,4.1224,0,2,0
20109,0,3.5791,0,1,0
20111,1,2.1088,0,6,0
20113,1,2.8029,2,5,0
20115,0,1.6829,0,2,0
20117,0,1.0302,0,1,0
20119,0,0.0,0,0,0
20121,1,2.6287000000000003,1,7,0
20123,0,0.0,0,0,0
20125,5,4.3985,1,6,2
20127,0,0.0,0,0,0
20129,0,3.8655,1,0,0
20131,0,0.9774,0,1,0
20133,2,3.1236,0,3,0
20135,0,3.6364,0,1,0
20137,0,0.0,0,0,0
20139,0,1.881,0,3,0
20141,0,0.0,0,0,0
20143,0,1.7532,0,1,0
20145,1,1.5591,0,0,0
20147,0,1.9106,0,1,0
20149,0,0.4101,0,1,0
20151,0,5.4561,1,3,1
20153,0,3.9526,0,1,0
20155,1,1.9355,2,7,2
20157,0,2.157,0,1,0
20159,0,1.0485,0,1,0
20161,2,1.8860000000000001,2,10,0
20163,0,2.0325,0,1,0
20165,0,0.0,0,0,0
20167,0,1.4586000000000001,0,1,0
20169,1,2.3975,2,10,0
20171,0,0.0,0,0,0
20173,18,1.8797000000000001,6,73,0
20175,1,3.2668,1,5,0
20177,2,1.6961,2,26,0
20179,4,15.8667,0,0,0
20181,0,1.69,0,1,0
20183,0,2.7910000000000004,0,1,0
20185,1,4.8123000000000005,0,1,0
20187,0,0.0,0,0,0
20189,0,1.8232,0,1,0
20191,0,2.6273999999999997,1,3,2
20193,0,3.8575,0,3,0
20195,0,0.0,0,0,0
20197,0,0.0,0,0,0
20199,0,0.0,0,0,0
20201,0,0.0,0,0,0
20203,0,0.0,0,0,0
20205,0,0.0,0,0,0
20207,0,3.1867,0,1,0
20209,9,2.0553,2,23,0
21001,6,8.8532,1,5,5
21003,0,1.8766,0,4,0
21005,7,4.8358,0,4,0
21007,1,3.8032,0,2,0
21009,12,5.4239,1,10,1
21011,1,4.0,0,1,3
21013,14,10.3719,2,8,3
21015,1,1.6469,1,20,0
21017,0,2.0214,1,3,0
21019,1,3.2108,1,13,0
21021,3,3.3266999999999998,1,6,0
21023,1,2.4088,0,1,0
21025,2,8.7094,1,3,5
21027,0,0.9767,0,2,0
21029,0,1.4692,0,10,2
21031,0,4.6587,0,3,3
21033,2,4.707,0,3,1
21035,1,2.3076,1,5,2
21037,2,1.8165,1,14,0
21039,1,6.3025,0,2,0
21041,7,11.2877,0,5,0
21043,2,2.9854000000000003,0,5,1
21045,6,9.2828,0,3,6
21047,2,3.4061,1,11,10
21049,0,3.5849,1,7,5
21051,10,12.0597,1,3,10
21053,5,10.7653,1,3,2
21055,0,4.5424,1,2,1
21057,4,7.5597,0,0,1
21059,2,2.5613,1,23,0
21061,5,7.4074,0,2,2
21063,1,5.3213,0,2,1
21065,2,7.7981,0,4,5
21067,18,2.6612999999999998,4,62,2
21069,1,2.7433,1,2,0
21071,3,5.9007,1,16,1
21073,2,2.5495,1,10,0
21075,0,8.3766,0,3,2
21077,5,6.7651,0,1,0
21079,2,5.0945,0,3,4
21081,1,1.9945,0,4,0
21083,2,3.2201,1,9,0
21085,0,2.2704,1,5,0
21087,6,7.3119,0,2,0
21089,1,1.7095,1,4,0
21091,0,1.1465,0,1,0
21093,23,4.5062,1,26,0
21095,11,7.6894,1,7,1
21097,1,2.6475,1,3,0
21099,3,4.2028,0,4,1
21101,1,1.9907,1,7,0
21103,1,3.7207,0,4,1
21105,0,4.5662,0,1,1
21107,1,3.133,1,11,1
21109,1,3.7512,0,1,3
21111,27,2.3215,4,147,0
21113,7,3.1415,0,10,0
21115,2,4.0562,1,4,2
21117,16,2.7545,1,29,0
21119,3,6.754,0,1,6
21121,16,9.3113,0,4,9
21123,6,6.2509,0,3,0
21125,1,1.9733,1,10,0
21127,1,3.2643,1,3,0
21129,2,8.104800000000001,0,3,1
21131,6,10.1245,0,3,1
21133,14,9.2795,1,4,1
21135,2,2.2599,0,1,0
21137,8,4.4808,0,3,0
21139,0,2.1753,0,2,0
21141,1,2.9518,1,5,1
21143,0,2.4361,0,2,0
21145,2,3.5159000000000002,2,19,0
21147,6,11.0266,0,3,10
21149,1,3.2584,0,2,0
21151,4,3.0112,1,20,3
21153,2,2.4669,0,1,0
21155,8,7.7829,1,4,2
21157,0,2.2508,0,7,0
21159,2,6.2528,0,1,4
21161,3,4.6866,1,4,0
21163,0,1.05,0,3,0
21165,0,3.0821,0,2,0
21167,0,1.8237,0,4,0
21169,0,1.9859,0,2,0
21171,2,6.5728,1,4,0
21173,10,7.103,1,8,1
21175,2,3.7569,0,3,0
21177,3,3.9188,1,7,1
21179,5,3.4607,1,9,1
21181,2,4.1271,0,1,0
21183,0,2.0839,0,5,0
21185,0,1.0479,1,6,0
21187,10,10.0908,0,1,0
21189,3,13.59,0,3,0
21191,0,1.3708,0,2,0
21193,4,5.4352,1,8,1
21195,4,5.3563,2,22,3
21197,7,8.0913,0,3,0
21199,4,2.6162,1,11,1
21201,0,0.0,0,0,0
21203,1,2.9949,1,3,0
21205,0,2.8618,1,6,0
21207,7,6.6953,0,5,0
21209,0,1.5788,1,8,0
21211,1,1.6319,1,6,0
21213,0,2.6922,0,5,0
21215,1,1.5503,0,2,0
21217,0,2.7164,1,6,0
21219,1,1.6268,0,1,0
21221,0,1.3651,0,2,0
21223,0,1.1804999999999999,0,1,0
21225,1,3.4768,0,3,1
21227,1,2.2574,2,27,0
21229,4,4.1339,0,1,0
21231,6,4.9181,0,4,0
21233,2,3.8634,0,3,0
21235,12,6.8939,1,11,1
21237,1,4.1917,0,2,0
21239,1,2.2443,0,5,0
22001,1,3.0623,1,12,5
22003,2,3.1217,2,2,2
22005,3,2.5276,1,26,2
22007,2,2.2840000000000003,0,0,3
22009,1,4.2348,1,5,10
22011,1,1.6000999999999999,1,3,1
22013,2,3.7761,0,1,2
22015,2,1.8892,1,20,1
22017,11,2.2481,4,39,0
22019,2,1.9171,4,33,0
22021,0,2.0165,1,1,0
22023,0,1.4341,0,0,1
22025,4,6.3198,0,1,1
22027,1,3.8289999999999997,1,3,1
22029,2,4.6731,1,5,1
22031,2,2.9130000000000003,1,4,1
22033,28,2.7042,8,83,0
22035,0,2.915,1,1,0
22037,5,4.1808,0,3,0
22039,1,5.0906,2,7,7
22041,1,2.9978,1,3,1
22043,7,4.9131,0,3,1
22045,1,2.0049,1,8,4
22047,9,5.8442,0,7,3
22049,3,3.8110000000000004,0,2,1
22051,29,2.9596,5,94,0
22053,0,2.2316,1,6,0
22055,5,2.6188000000000002,8,51,0
22057,2,2.0489,1,17,0
22059,0,2.0145,1,2,0
22061,3,2.9952,1,9,1
22063,8,2.4859999999999998,0,23,4
22065,1,2.7395,0,1,1
22067,5,4.4223,1,5,0
22069,5,3.4069,1,5,2
22071,54,2.8707000000000003,5,53,0
22073,11,3.0011,6,29,0
22075,2,2.1555,0,3,0
22077,9,5.9825,0,3,1
22079,19,3.8566000000000003,3,28,0
22081,0,1.1846,0,1,0
22083,6,5.9636,1,4,1
22085,1,2.5121,1,3,1
22087,2,2.9633000000000003,1,11,0
22089,4,2.6365,1,9,0
22091,5,5.9218,0,1,0
22093,2,3.3182,0,3,2
22095,5,3.5016,0,8,2
22097,4,2.8006,1,16,2
22099,1,1.8716,0,9,0
22101,3,3.0396,1,10,1
22103,5,2.7648,8,58,1
22105,14,3.7104,2,30,4
22107,3,9.2293,0,1,0
22109,4,2.2632,3,18,0
22111,2,2.7138999999999998,0,4,0
22113,2,2.1845,1,8,2
22115,2,1.6867,2,3,1
22117,3,3.8966,1,14,0
22119,1,2.8691,2,8,0
22121,2,1.8893,0,3,0
22123,0,3.6934,1,3,0
22125,0,0.0,0,0,0
22127,4,5.7537,1,3,0
23001,18,3.6942,2,20,0
23003,25,6.86,3,18,0
23005,23,2.8813,3,59,0
23007,3,3.6425,1,7,0
23009,6,3.2735,1,11,0
23011,4,2.7800000000000002,2,28,0
23013,7,4.0229,1,8,0
23015,1,1.7324000000000002,0,5,0
23017,4,2.2423,0,9,0
23019,53,6.2439,3,37,2
23021,4,5.3619,0,5,0
23023,1,1.9523000000000001,0,6,0
23025,4,2.5751,0,9,0
23027,2,2.0144,0,5,1
23029,12,6.3737,0,7,1
23031,5,1.9264000000000001,2,33,0
24001,3,2.6983,0,16,0
24003,4,1.7264,0,96,0
24005,3,1.8976,0,154,0
24009,0,1.8373,0,17,0
24011,14,5.3883,0,4,0
24013,0,1.5434999999999999,0,26,0
24015,3,1.6528,0,14,0
24017,1,2.0214,0,32,0
24019,4,3.4451,0,7,0
24021,2,2.042,0,51,0
24023,2,3.4466,0,8,0
24025,3,2.1531000000000002,0,52,0
24027,3,1.7808000000000002,0,55,0
24029,1,2.5744,0,4,0
24031,15,1.5133,0,144,0
24033,13,1.5615999999999999,0,129,0
24035,1,1.5878999999999999,0,7,0
24037,1,1.6739000000000002,0,18,0
24039,3,3.123,0,5,0
24041,10,5.648,0,11,0
24043,3,2.5157,0,35,0
24045,7,2.799,0,22,0
24047,2,3.252,0,15,0
24510,31,2.4432,0,114,0
25001,13,2.8169999999999997,2,45,0
25003,9,3.2014,1,27,3
25005,7,1.9108,4,97,0
25007,1,2.8848000000000003,0,4,0
25009,62,2.1799,5,105,0
25011,4,2.1374,1,9,1
25013,16,2.0156,5,73,0
25015,6,2.0519,1,26,0
25017,18,1.4581,11,206,0
25019,0,3.5091,1,3,0
25021,7,1.5422,4,98,0
25023,7,1.6308,3,75,0
25025,75,2.4257,12,108,0
25027,25,1.7336,7,112,0
26001,4,3.8443,0,0,0
26003,0,1.0979,0,1,0
26005,1,1.1856,0,13,0
26007,13,7.041,1,5,1
26009,1,2.5725,0,5,0
26011,1,4.7034,0,4,2
26013,0,0.0,0,0,0
26015,1,1.1373,1,5,0
26017,4,2.1333,1,17,0
26019,1,1.1257,0,1,0
26021,7,2.2164,2,25,0
26023,0,2.0682,1,7,1
26025,11,3.2052,2,30,0
26027,2,1.1586,0,4,0
26029,1,3.0601,0,6,1
26031,10,5.9345,0,5,0
26033,3,2.4097,1,5,0
26035,0,2.2617,1,5,1
26037,0,1.1307,0,9,0
26039,0,2.8512,1,3,0
26041,0,1.1178,0,4,0
26043,0,2.3773,1,4,1
26045,1,1.9950999999999999,0,21,0
26047,10,5.6861,1,8,0
26049,9,2.1685,3,76,0
26051,1,2.3577,0,5,0
26053,0,1.4311,0,2,0
26055,1,3.0079,1,25,1
26057,8,3.9301,1,7,0
26059,0,2.1927,1,7,2
26061,5,3.0826000000000002,1,5,0
26063,2,3.8733,1,9,0
26065,11,1.9493,2,44,0
26067,1,2.0094,0,10,2
26069,5,4.7757,1,5,1
26071,1,3.6147,0,3,0
26073,1,1.7174,1,10,0
26075,7,1.8925999999999998,1,22,0
26077,4,1.8109,2,42,0
26079,0,2.2175,0,3,1
26081,17,1.9179,3,105,1
26083,0,0.0,0,0,0
26085,3,4.2183,0,1,1
26087,2,1.8263,1,13,0
26089,1,1.3786,0,2,0
26091,3,1.8283,1,12,2
26093,0,1.5625,1,29,0
26095,0,4.8162,0,3,0
26097,0,0.926,0,1,0
26099,6,2.2198,4,184,0
26101,6,4.8864,1,4,1
26103,3,2.5488,1,12,1
26105,2,2.745,1,4,1
26107,2,2.5315,1,7,1
26109,1,0.878,0,1,0
26111,1,1.4431,1,10,0
26113,1,1.9844,0,2,0
26115,14,2.7243,1,26,0
26117,1,1.7218,2,7,1
26119,7,9.6484,0,2,0
26121,19,2.8231,1,28,1
26123,8,3.4708,0,9,0
26125,23,2.2424,11,248,0
26127,1,1.1335,0,2,0
26129,5,6.1914,1,5,2
26131,1,1.7483,0,0,0
26133,1,1.705,0,3,0
26135,3,8.4941,0,2,2
26137,5,4.4592,1,5,0
26139,2,1.4392,3,37,0
26141,6,8.7357,0,5,0
26143,5,5.8286999999999995,0,8,1
26145,15,2.5717,2,32,0
26147,2,2.011,3,27,0
26149,1,2.6245000000000003,2,13,0
26151,0,1.9432,0,8,0
26153,0,0.0,0,0,0
26155,2,2.0551,1,11,0
26157,3,2.2969,0,8,1
26159,2,2.3785,1,14,1
26161,6,1.5777999999999999,4,48,0
26163,40,1.915,15,280,0
26165,2,2.9734,1,7,0
27001,0,1.8885,0,2,1
27003,1,1.4849,1,51,0
27005,0,2.0335,1,6,0
27007,0,2.1192,1,9,0
27009,0,0.9783,0,4,0
27011,0,6.0108,0,3,0
27013,1,2.0694,1,12,0
27015,0,2.3992,0,6,0
27017,1,1.9514,0,6,0
27019,0,1.5225,1,15,0
27021,0,2.0148,0,6,0
27023,0,1.6949,0,2,0
27025,0,1.0605,1,5,0
27027,3,1.8685,0,9,0
27029,0,3.4021,0,2,1
27031,4,7.322,0,0,0
27033,1,5.3591,0,3,2
27035,0,2.3057,1,14,0
27037,0,1.585,3,65,0
27039,0,0.4777,0,1,0
27041,0,2.3597,1,8,0
27043,0,1.4649,0,2,0
27045,0,1.8987,0,4,0
27047,0,1.9814,1,5,0
27049,0,2.158,1,9,0
27051,0,3.3489999999999998,0,2,0
27053,41,1.5089000000000001,8,142,0
27055,0,1.6129,0,3,0
27057,0,1.3959,0,3,0
27059,0,1.7243,1,6,0
27061,3,2.659,1,8,0
27063,0,2.0313,0,2,0
27065,0,1.2242,0,2,0
27067,1,2.5464,1,9,0
27069,0,4.6533,0,2,0
27071,2,3.2709,0,2,0
27073,0,1.5099,0,1,0
27075,0,2.8193,0,3,0
27077,0,2.6738,0,1,0
27079,0,0.3462,0,1,0
27081,0,1.7734,0,1,0
27083,0,2.3553,0,6,0
27085,0,2.2288,1,7,0
27087,0,1.8093,0,1,0
27089,0,0.0,0,0,0
27091,0,2.5403000000000002,1,4,0
27093,0,0.8613,0,2,0
27095,0,2.2834,0,6,0
27097,0,1.1981,0,4,0
27099,0,1.4977,0,6,0
27101,1,4.8816,0,3,0
27103,0,0.8753,0,3,0
27105,1,3.6987,1,6,0
27107,0,4.7059,0,3,0
27109,1,1.7057,2,24,0
27111,0,1.8725,1,10,0
27113,0,2.1248,0,3,0
27115,0,1.0142,0,3,0
27117,0,4.3831,0,4,0
27119,0,2.8695,0,9,0
27121,0,1.7779,0,2,0
27123,23,1.7444,4,69,0
27125,0,2.4661,0,1,0
27127,0,1.3184,0,2,0
27129,0,2.7495000000000003,0,4,0
27131,0,1.4932,1,9,0
27133,0,1.0735,0,1,0
27135,0,1.9782,0,3,0
27137,8,2.3106999999999998,5,33,0
27139,1,1.4093,1,19,0
27141,0,1.4398,1,13,0
27143,0,1.3454,0,2,0
27145,0,1.6141999999999999,1,25,0
27147,0,2.1829,1,7,0
27149,0,1.0199,0,1,0
27151,0,3.2376,0,3,0
27153,0,1.6218,0,4,0
27155,0,0.0,0,0,0
27157,0,1.3872,0,3,0
27159,0,2.1927,0,3,0
27161,0,1.0746,0,2,0
27163,0,1.2955,2,32,0
27165,0,1.8354,0,2,0
27167,0,1.6111,0,1,0
27169,0,1.9808,1,9,0
27171,0,1.3008,1,17,0
27173,0,2.0599,0,2,0
28001,5,4.2355,1,5,2
28003,1,2.4355,1,7,0
28005,1,2.4396,0,1,1
28007,0,2.2009,0,4,0
28009,2,4.8431999999999995,0,0,2
28011,2,3.265,1,4,3
28013,2,4.8743,0,4,1
28015,0,2.0107,0,0,2
28017,3,4.0928,0,2,2
28019,0,0.0,0,0,0
28021,3,5.563,0,2,0
28023,1,3.2173,0,2,2
28025,0,2.0708,1,3,0
28027,3,3.616,1,4,0
28029,1,1.7816,0,3,1
28031,7,5.9026,0,3,1
28033,1,2.325,2,40,0
28035,16,4.5396,1,17,0
28037,2,5.186,0,2,0
28039,1,2.0408,1,3,0
28041,6,5.1524,0,1,0
28043,2,4.3357,1,6,0
28045,1,1.4696,1,4,1
28047,8,2.499,3,41,0
28049,27,2.588,4,27,2
28051,5,6.4668,0,3,3
28053,1,3.7202,0,1,1
28055,1,22.6074,0,0,2
28057,6,5.5579,0,6,1
28059,6,1.6711,1,17,0
28061,2,1.8312,0,0,1
28063,3,4.2918,0,0,0
28065,2,3.5945,0,0,2
28067,4,2.0559,1,8,1
28069,2,2.053,0,0,0
28071,2,2.2214,1,8,1
28073,2,0.7894,1,2,0
28075,4,2.5632,3,11,1
28077,2,2.3836,0,1,0
28079,2,2.6332,0,4,0
28081,3,2.9262,1,18,3
28083,1,2.1289,1,4,0
28085,2,2.0496,1,4,0
28087,0,2.048,1,11,0
28089,6,3.5757,1,29,2
28091,3,3.2556,1,4,0
28093,3,2.55,0,5,1
28095,5,3.1204,1,4,1
28097,2,3.0691,0,1,0
28099,1,2.0606,1,4,0
28101,1,1.4273,0,2,0
28103,1,2.8799,0,2,0
28105,1,1.815,1,7,0
28107,1,2.6322,1,6,1
28109,1,1.4405000000000001,1,5,1
28111,2,2.5056000000000003,0,1,0
28113,1,2.5453,2,7,0
28115,4,2.7973,0,2,3
28117,1,3.1839999999999997,1,6,0
28119,1,1.4723,0,0,0
28121,5,2.5117000000000003,3,28,3
28123,0,2.1334,0,6,0
28125,1,11.5714,1,2,1
28127,3,3.3761,1,4,1
28129,3,1.8849,0,0,0
28131,0,2.1814999999999998,0,4,0
28133,9,4.779,1,1,1
28135,0,0.7242,0,1,0
28137,1,2.4717000000000002,1,5,0
28139,2,2.2712,0,3,0
28141,1,3.6114,1,5,0
28143,2,6.2292,0,2,2
28145,1,3.1234,1,7,0
28147,3,3.4999000000000002,0,2,0
28149,1,1.9832,1,6,1
28151,3,2.9607,1,9,0
28153,2,2.9728,1,3,0
28155,0,4.1284,1,3,0
28157,2,3.4762,0,1,0
28159,1,2.7847,1,3,0
28161,1,2.4777,1,1,0
28163,8,4.3786,0,5,0
29001,5,4.3404,1,5,0
29003,3,2.8228999999999997,0,2,0
29005,0,1.9444,0,1,0
29007,1,3.545,1,6,1
29009,1,2.5147,0,8,0
29011,1,2.5523,0,2,0
29013,2,3.7100999999999997,1,3,0
29015,2,2.0573,0,2,0
29017,1,3.2968,0,1,2
29019,6,1.9949,2,28,0
29021,6,3.0905,1,20,0
29023,4,4.7083,2,9,5
29025,5,6.6519,0,1,0
29027,2,1.788,1,4,1
29029,5,4.5351,1,14,1
29031,1,3.8037,2,18,9
29033,2,5.761,0,3,0
29035,1,1.6717,0,0,0
29037,2,1.8907,1,16,1
29039,1,3.4846,0,3,1
29041,1,4.0399,0,2,0
29043,0,2.1446,0,15,4
29045,1,1.4712,0,0,0
29047,6,1.9203999999999999,2,39,1
29049,1,2.4525,1,3,0
29051,3,2.8666,2,17,0
29053,0,1.6941000000000002,1,1,1
29055,1,3.7625,0,5,3
29057,1,2.6452,0,1,0
29059,1,2.3699,0,2,1
29061,3,4.8321,0,1,0
29063,0,0.0,0,0,0
29065,0,3.8528000000000002,0,3,3
29067,2,4.5506,0,3,1
29069,6,5.1492,1,6,2
29071,1,2.0199,1,19,0
29073,1,3.4,0,4,0
29075,4,9.131,0,2,0
29077,13,2.4907,2,58,0
29079,0,2.0305,0,2,0
29081,2,4.7893,0,2,0
29083,2,3.2075,1,4,0
29085,6,6.2867,0,0,0
29087,1,4.5424,0,1,0
29089,0,0.9999,0,1,0
29091,2,2.742,1,6,2
29093,3,5.9259,0,3,0
29095,15,1.8634,9,107,0
29097,2,2.4726,0,28,0
29099,9,1.6883,1,26,2
29101,1,1.4798,1,6,0
29103,1,5.0518,0,1,0
29105,7,3.0792,1,3,0
29107,6,3.3631,0,5,0
29109,1,2.3465,0,7,1
29111,0,2.0458,0,2,0
29113,1,1.6945000000000001,0,6,3
29115,1,3.3557,0,3,0
29117,1,3.9404,0,5,0
29119,1,0.8758,0,1,0
29121,1,1.9845000000000002,0,2,0
29123,0,5.7909,0,4,3
29125,0,4.5993,0,2,2
29127,4,4.2061,1,4,3
29129,2,11.0589,0,2,0
29131,4,3.513,0,5,0
29133,1,7.5873,0,2,7
29135,1,1.2398,0,1,0
29137,2,4.6274999999999995,0,0,2
29139,1,1.7315,0,1,0
29141,4,3.8784,0,4,0
29143,3,3.5137,0,1,2
29145,2,1.8889,2,7,0
29147,3,3.6212,1,3,1
29149,3,3.799,0,1,0
29151,1,1.4689999999999999,0,1,0
29153,1,2.1801,0,0,1
29155,2,4.428999999999999,1,3,1
29157,1,2.0903,0,3,0
29159,2,2.5981,1,8,0
29161,3,2.6922,1,7,1
29163,2,1.6392,0,1,0
29165,1,1.7238,1,16,0
29167,4,3.7326,1,7,0
29169,3,1.9009,0,5,2
29171,0,0.0,0,0,0
29173,1,0.97,0,0,0
29175,2,3.6367000000000003,1,6,0
29177,1,2.1722,0,3,1
29179,2,4.7847,0,0,1
29181,3,6.0205,1,3,1
29183,4,2.0894,4,76,0
29185,1,2.1283,0,1,0
29186,0,0.5588,0,1,0
29187,3,2.9755000000000003,1,15,1
29189,10,2.1726,10,196,0
29195,2,3.5148,1,5,0
29197,0,2.1459,0,1,0
29199,0,0.0,0,0,0
29201,3,2.6123,1,6,0
